Postal Code;Place Name;State;State Abbreviation;County;City;Latitude;Longitude
9410;Heiden Zustellung;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Heiden;47,433300;9,533300
9411;Reute AR;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Reute (AR);47,420100;9,594200
9414;Schachen b. Reute;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Reute (AR);47,425000;9,541700
9426;Lutzenberg;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Lutzenberg;47,466700;9,577800
9427;Wolfhalden;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Wolfhalden;47,444100;9,561000
9428;Walzenhausen;Kanton Appenzell Ausserrhoden;AR;Bezirk Vorderland;Walzenhausen;47,439800;9,595100
3035;Frieswil;Kanton Bern;BE;Amt Aarberg;Seedorf (BE);46,992000;7,293000
3036;Detligen;Kanton Bern;BE;Amt Aarberg;Radelfingen;46,990300;7,268400
3042;Ortschwaben;Kanton Bern;BE;Amt Aarberg;Meikirch;46,992200;7,399400
3045;Meikirch;Kanton Bern;BE;Amt Aarberg;Meikirch;47,009200;7,372300
3046;Wahlendorf;Kanton Bern;BE;Amt Aarberg;Meikirch;47,009500;7,340300
3053;Lätti;Kanton Bern;BE;Amt Aarberg;Rapperswil (BE);47,037000;7,434400
3054;Schüpfen;Kanton Bern;BE;Amt Aarberg;Schüpfen;47,035500;7,377500
3250;Lyss;Kanton Bern;BE;Amt Aarberg;Lyss;47,075400;7,310800
3255;Rapperswil BE;Kanton Bern;BE;Amt Aarberg;Rapperswil (BE);47,066500;7,413400
3256;Dieterswil;Kanton Bern;BE;Amt Aarberg;Rapperswil (BE);47,050800;7,430600
3257;Grossaffoltern;Kanton Bern;BE;Amt Aarberg;Grossaffoltern;47,068600;7,366500
3262;Suberg;Kanton Bern;BE;Amt Aarberg;Grossaffoltern;47,055900;7,339600
3266;Wiler b. Seedorf;Kanton Bern;BE;Amt Aarberg;Seedorf (BE);47,050800;7,319900
3267;Seedorf BE;Kanton Bern;BE;Amt Aarberg;Seedorf (BE);47,023600;7,324700
3268;Lobsigen;Kanton Bern;BE;Amt Aarberg;Seedorf (BE);47,018100;7,298800
3270;Aarberg;Kanton Bern;BE;Amt Aarberg;Aarberg;47,044200;7,283200
3271;Radelfingen b. Aarberg;Kanton Bern;BE;Amt Aarberg;Radelfingen;47,018600;7,271600
3273;Kappelen;Kanton Bern;BE;Amt Aarberg;Kappelen;47,075600;7,277600
3282;Bargen BE;Kanton Bern;BE;Amt Aarberg;Bargen (BE);47,035200;7,250300
3283;Kallnach;Kanton Bern;BE;Amt Aarberg;Kallnach;47,015200;7,220100
3368;Bleienbach;Kanton Bern;BE;Aarwangen;Bleienbach;47,183100;7,760400
4900;Langenthal;Kanton Bern;BE;Aarwangen;Langenthal;47,217500;7,795100
4901;Langenthal;Kanton Bern;BE;Aarwangen;Langenthal;47,216700;7,783300
4902;Langenthal;Kanton Bern;BE;Aarwangen;Langenthal;47,216700;7,783300
4911;Schwarzhäusern;Kanton Bern;BE;Aarwangen;Schwarzhäusern;47,257400;7,765900
4912;Aarwangen;Kanton Bern;BE;Aarwangen;Aarwangen;47,236700;7,767200
4913;Bannwil;Kanton Bern;BE;Aarwangen;Bannwil;47,238000;7,730000
4914;Roggwil BE;Kanton Bern;BE;Aarwangen;Roggwil (BE);47,236800;7,825400
4916;Untersteckholz;Kanton Bern;BE;Aarwangen;Langenthal;47,205800;7,843900
4917;Melchnau;Kanton Bern;BE;Aarwangen;Melchnau;47,177500;7,855900
4919;Reisiswil;Kanton Bern;BE;Aarwangen;Reisiswil;47,161100;7,841900
4922;Thunstetten;Kanton Bern;BE;Aarwangen;Thunstetten;47,199800;7,747800
4923;Wynau;Kanton Bern;BE;Aarwangen;Wynau;47,256200;7,807900
4924;Obersteckholz;Kanton Bern;BE;Aarwangen;Obersteckholz;47,201000;7,825500
4932;Lotzwil;Kanton Bern;BE;Aarwangen;Lotzwil;47,188700;7,791700
4933;Rütschelen;Kanton Bern;BE;Aarwangen;Rütschelen;47,172500;7,771300
4934;Madiswil;Kanton Bern;BE;Aarwangen;Madiswil;47,162300;7,801700
4935;Leimiswil;Kanton Bern;BE;Aarwangen;Leimiswil;47,154000;7,770500
4936;Kleindietwil;Kanton Bern;BE;Aarwangen;Kleindietwil;47,141100;7,790600
4937;Ursenbach;Kanton Bern;BE;Aarwangen;Ursenbach;47,128800;7,762100
4938;Rohrbachgraben;Kanton Bern;BE;Aarwangen;Rohrbachgraben;47,111000;7,805100
4943;Oeschenbach;Kanton Bern;BE;Aarwangen;Oeschenbach;47,110300;7,744800
4944;Auswil;Kanton Bern;BE;Aarwangen;Auswil;47,135800;7,838500
4955;Gondiswil;Kanton Bern;BE;Aarwangen;Gondiswil;47,137200;7,876000
3000;Bern 1 Zustellung;Kanton Bern;BE;Amt Bern;Bern;46,916700;7,466700
3001;Bern;Kanton Bern;BE;Amt Bern;Bern;46,947000;7,440400
3002;Bern Postfinance;Kanton Bern;BE;Amt Bern;Bern;46,916700;7,466700
3003;Bern 3 Nationalrat;Kanton Bern;BE;Amt Bern;Bern;46,916700;7,466700
3004;Bern;Kanton Bern;BE;Amt Bern;Bern;46,980500;7,452000
3005;Bern;Kanton Bern;BE;Amt Bern;Bern;46,939400;7,449900
3006;Bern;Kanton Bern;BE;Amt Bern;Bern;46,945800;7,471300
3007;Bern;Kanton Bern;BE;Amt Bern;Bern;46,939200;7,434600
3008;Bern;Kanton Bern;BE;Amt Bern;Bern;46,954600;7,420700
3010;Bern;Kanton Bern;BE;Amt Bern;Bern;46,947100;7,424400
3011;Bern;Kanton Bern;BE;Amt Bern;Bern;46,948000;7,448400
3012;Bern;Kanton Bern;BE;Amt Bern;Bern;46,961600;7,426000
3013;Bern;Kanton Bern;BE;Amt Bern;Bern;46,956200;7,446200
3014;Bern;Kanton Bern;BE;Amt Bern;Bern;46,962200;7,458400
3015;Bern;Kanton Bern;BE;Amt Bern;Bern;46,940200;7,485500
3017;Bern Zustellung;Kanton Bern;BE;Amt Bern;Bern;46,947600;7,406500
3018;Bern;Kanton Bern;BE;Amt Bern;Bern;46,933900;7,389100
3019;Bern;Kanton Bern;BE;Amt Bern;Bern;46,931000;7,347900
3020;Bern;Kanton Bern;BE;Amt Bern;Bern;46,937100;7,320900
3024;Bern;Kanton Bern;BE;Amt Bern;Bern;46,916700;7,466700
3027;Bern;Kanton Bern;BE;Amt Bern;Bern;46,955800;7,387200
3029;Bern Entris;Kanton Bern;BE;Amt Bern;Bern;46,947600;7,406500
3030;Bern;Kanton Bern;BE;Amt Bern;Bern;46,916700;7,466700
3032;Hinterkappelen;Kanton Bern;BE;Amt Bern;Wohlen bei Bern;46,967200;7,380200
3033;Wohlen b. Bern;Kanton Bern;BE;Amt Bern;Wohlen bei Bern;46,973700;7,351000
3034;Murzelen;Kanton Bern;BE;Amt Bern;Wohlen bei Bern;46,976200;7,311600
3037;Herrenschwanden;Kanton Bern;BE;Amt Bern;Kirchlindach;46,977200;7,419800
3038;Kirchlindach;Kanton Bern;BE;Amt Bern;Kirchlindach;46,999800;7,415100
3039;Bern PF Operations Center;Kanton Bern;BE;Amt Bern;Bern;46,966700;7,383300
3040;Bern;Kanton Bern;BE;Amt Bern;Bern;46,916700;7,466700
3041;Bern UBS;Kanton Bern;BE;Amt Bern;Bern;46,977800;7,394400
3043;Uettligen;Kanton Bern;BE;Amt Bern;Wohlen bei Bern;46,988600;7,378200
3044;Innerberg;Kanton Bern;BE;Amt Bern;Wohlen bei Bern;46,996100;7,313000
3047;Bremgarten b. Bern;Kanton Bern;BE;Amt Bern;Bremgarten bei Bern;46,977100;7,436100
3048;Worblaufen;Kanton Bern;BE;Amt Bern;Ittigen;46,977100;7,461700
3049;Säriswil;Kanton Bern;BE;Amt Bern;Wohlen bei Bern;46,992300;7,334800
3050;Bern Swisscom;Kanton Bern;BE;Amt Bern;Bern;47,011100;7,433300
3052;Zollikofen;Kanton Bern;BE;Amt Bern;Zollikofen;46,996700;7,453300
3063;Ittigen;Kanton Bern;BE;Amt Bern;Ittigen;46,980500;7,478600
3065;Bolligen;Kanton Bern;BE;Amt Bern;Bolligen;46,984100;7,508300
3066;Stettlen;Kanton Bern;BE;Amt Bern;Stettlen;46,962500;7,528700
3067;Boll;Kanton Bern;BE;Amt Bern;Vechigen;46,969600;7,552300
3068;Utzigen;Kanton Bern;BE;Amt Bern;Vechigen;46,966200;7,585600
3070;Ostermundigen (LZB);Kanton Bern;BE;Amt Bern;Ostermundigen;46,955900;7,495600
3071;Ostermundigen Zustellung;Kanton Bern;BE;Amt Bern;Ostermundigen;46,937500;7,533300
3072;Ostermundigen;Kanton Bern;BE;Amt Bern;Ostermundigen;46,953500;7,492500
3073;Gümligen;Kanton Bern;BE;Amt Bern;Muri bei Bern;46,935100;7,507100
3074;Muri b. Bern;Kanton Bern;BE;Amt Bern;Muri bei Bern;46,926600;7,486400
3084;Wabern;Kanton Bern;BE;Amt Bern;Köniz;46,921700;7,452900
3085;Wabern 2 x Weihnachten;Kanton Bern;BE;Amt Bern;Köniz;46,904300;7,397800
3095;Spiegel b. Bern;Kanton Bern;BE;Amt Bern;Köniz;46,924900;7,435400
3096;Oberbalm;Kanton Bern;BE;Amt Bern;Oberbalm;46,864900;7,410600
3097;Liebefeld;Kanton Bern;BE;Amt Bern;Köniz;46,931300;7,422400
3098;Köniz;Kanton Bern;BE;Amt Bern;Köniz;46,917700;7,411600
3144;Gasel;Kanton Bern;BE;Amt Bern;Köniz;46,898000;7,390000
3145;Niederscherli;Kanton Bern;BE;Amt Bern;Köniz;46,886000;7,392500
3147;Mittelhäusern;Kanton Bern;BE;Amt Bern;Köniz;46,871900;7,371400
3172;Niederwangen b. Bern;Kanton Bern;BE;Amt Bern;Köniz;46,918700;7,376600
3173;Oberwangen b. Bern;Kanton Bern;BE;Amt Bern;Köniz;46,912600;7,354800
3174;Thörishaus;Kanton Bern;BE;Amt Bern;Köniz;46,893000;7,344900
2500;Biel/Bienne 6;Kanton Bern;BE;Amt Biel;Biel/Bienne;47,132400;7,244100
2501;Biel/Bienne;Kanton Bern;BE;Amt Biel;Biel/Bienne;47,150400;7,247000
2502;Biel;Kanton Bern;BE;Amt Biel;Biel/Bienne;47,143000;7,246800
2503;Biel;Kanton Bern;BE;Amt Biel;Biel/Bienne;47,131100;7,251900
2504;Biel;Kanton Bern;BE;Amt Biel;Biel/Bienne;47,158100;7,283000
2505;Biel;Kanton Bern;BE;Amt Biel;Biel/Bienne;47,134200;7,218800
2510;Biel/Bienne Dist Ba;Kanton Bern;BE;Amt Biel;Biel/Bienne;47,121300;7,148600
2532;Macolin;Kanton Bern;BE;Amt Biel;Evilard;47,142700;7,212600
2533;Evilard;Kanton Bern;BE;Amt Biel;Evilard;47,150500;7,234500
2542;Pieterlen;Kanton Bern;BE;Amt Büren;Pieterlen;47,175700;7,327700
2543;Lengnau BE;Kanton Bern;BE;Amt Büren;Lengnau (BE);47,182600;7,365000
2554;Meinisberg;Kanton Bern;BE;Amt Büren;Meinisberg;47,161600;7,353900
3251;Wengi b. Büren;Kanton Bern;BE;Amt Büren;Wengi;47,085300;7,392100
3263;Büetigen;Kanton Bern;BE;Amt Büren;Büetigen;47,106100;7,334100
3264;Diessbach b. Büren;Kanton Bern;BE;Amt Büren;Diessbach bei Büren;47,107100;7,364900
3292;Busswil b. Büren;Kanton Bern;BE;Amt Büren;Busswil bei Büren;47,100600;7,321900
3293;Dotzigen;Kanton Bern;BE;Amt Büren;Dotzigen;47,123900;7,347200
3294;Büren an der Aare;Kanton Bern;BE;Amt Büren;Büren an der Aare;47,141900;7,365700
3295;Rüti b. Büren;Kanton Bern;BE;Amt Büren;Rüti bei Büren;47,152000;7,412900
3296;Arch;Kanton Bern;BE;Amt Büren;Arch;47,169500;7,432600
3297;Leuzigen;Kanton Bern;BE;Amt Büren;Leuzigen;47,171100;7,469100
3298;Oberwil b. Büren;Kanton Bern;BE;Amt Büren;Oberwil bei Büren;47,132200;7,413500
3309;Kernenried;Kanton Bern;BE;Amt Burgdorf;Kernenried;47,068900;7,551200
3323;Bäriswil BE;Kanton Bern;BE;Amt Burgdorf;Bäriswil;47,016000;7,530900
3324;Mötschwil;Kanton Bern;BE;Amt Burgdorf;Mötschwil;47,047700;7,568100
3325;Hettiswil b. Hindelbank;Kanton Bern;BE;Amt Burgdorf;Krauchthal;47,025600;7,556400
3326;Krauchthal;Kanton Bern;BE;Amt Burgdorf;Krauchthal;47,004100;7,566300
3400;Burgdorf;Kanton Bern;BE;Amt Burgdorf;Burgdorf;47,057600;7,618100
3401;Burgdorf;Kanton Bern;BE;Amt Burgdorf;Burgdorf;47,050000;7,616700
3402;Burgdorf;Kanton Bern;BE;Amt Burgdorf;Burgdorf;47,050000;7,616700
3412;Heimiswil;Kanton Bern;BE;Amt Burgdorf;Heimiswil;47,053800;7,662900
3413;Kaltacker;Kanton Bern;BE;Amt Burgdorf;Heimiswil;47,072800;7,687100
3414;Oberburg;Kanton Bern;BE;Amt Burgdorf;Oberburg;47,021100;7,609700
3415;Hasle b. Burgdorf;Kanton Bern;BE;Amt Burgdorf;Hasle bei Burgdorf;47,013700;7,640600
3419;Biembach im Emmental;Kanton Bern;BE;Amt Burgdorf;Hasle bei Burgdorf;46,993300;7,612400
3421;Rüti b. Lyssach;Kanton Bern;BE;Amt Burgdorf;Rüti bei Lyssach;47,055500;7,581900
3422;Alchenflüh;Kanton Bern;BE;Amt Burgdorf;Rüdtligen-Alchenflüh;47,083300;7,577900
3423;Ersigen;Kanton Bern;BE;Amt Burgdorf;Ersigen;47,100900;7,594300
3424;Oberösch;Kanton Bern;BE;Amt Burgdorf;Oberösch;47,105400;7,612800
3425;Koppigen;Kanton Bern;BE;Amt Burgdorf;Koppigen;47,133700;7,605000
3426;Aefligen;Kanton Bern;BE;Amt Burgdorf;Aefligen;47,095300;7,548700
3429;Hellsau;Kanton Bern;BE;Amt Burgdorf;Hellsau;47,143000;7,649300
3472;Rumendingen;Kanton Bern;BE;Amt Burgdorf;Rumendingen;47,103800;7,642100
3473;Alchenstorf;Kanton Bern;BE;Amt Burgdorf;Alchenstorf;47,122900;7,643300
3474;Rüedisbach;Kanton Bern;BE;Amt Burgdorf;Wynigen;47,117100;7,705600
2333;La Ferrière;Kanton Bern;BE;District de Courtelary;La Ferrière;47,148100;6,901100
2534;Orvin;Kanton Bern;BE;District de Courtelary;Orvin;47,156500;7,211500
2535;Frinvillier;Kanton Bern;BE;District de Courtelary;Vauffelin;47,170400;7,262800
2536;Plagne;Kanton Bern;BE;District de Courtelary;Plagne;47,189200;7,277600
2537;Vauffelin;Kanton Bern;BE;District de Courtelary;Vauffelin;47,185800;7,307300
2538;Romont BE;Kanton Bern;BE;District de Courtelary;Romont (BE);47,191700;7,327400
2603;Péry;Kanton Bern;BE;District de Courtelary;Péry;47,193600;7,255300
2604;La Heutte;Kanton Bern;BE;District de Courtelary;La Heutte;47,191100;7,218100
2605;Sonceboz-Sombeval;Kanton Bern;BE;District de Courtelary;Sonceboz-Sombeval;47,189100;7,181500
2606;Corgémont;Kanton Bern;BE;District de Courtelary;Corgémont;47,191800;7,141200
2607;Cortébert;Kanton Bern;BE;District de Courtelary;Cortébert;47,190500;7,107700
2608;Courtelary;Kanton Bern;BE;District de Courtelary;Courtelary;47,188100;7,070600
2610;St-Imier;Kanton Bern;BE;District de Courtelary;Saint-Imier;47,148000;6,987300
2612;Cormoret;Kanton Bern;BE;District de Courtelary;Cormoret;47,157100;7,052100
2613;Villeret;Kanton Bern;BE;District de Courtelary;Villeret;47,149300;7,031800
2615;Sonvilier;Kanton Bern;BE;District de Courtelary;Sonvilier;47,130800;6,953200
2616;Renan (BE);Kanton Bern;BE;District de Courtelary;Renan (BE);47,110500;6,907100
2720;Tramelan;Kanton Bern;BE;District de Courtelary;Tramelan;47,230900;7,117100
2722;Les Reussilles;Kanton Bern;BE;District de Courtelary;Tramelan;47,232600;7,080300
2723;Mont-Tramelan;Kanton Bern;BE;District de Courtelary;Mont-Tramelan;47,210500;7,051900
2576;Lüscherz;Kanton Bern;BE;Amt Erlach;Lüscherz;47,045100;7,162300
2577;Siselen BE;Kanton Bern;BE;Amt Erlach;Siselen;47,030500;7,197400
3225;Müntschemier;Kanton Bern;BE;Amt Erlach;Müntschemier;46,995600;7,144700
3226;Treiten;Kanton Bern;BE;Amt Erlach;Treiten;47,008000;7,164800
3232;Ins;Kanton Bern;BE;Amt Erlach;Ins;47,001500;7,109100
3233;Tschugg;Kanton Bern;BE;Amt Erlach;Tschugg;47,023500;7,077500
3234;Vinelz;Kanton Bern;BE;Amt Erlach;Vinelz;47,032400;7,119700
3235;Erlach;Kanton Bern;BE;Amt Erlach;Erlach;47,050000;7,109200
3236;Gampelen;Kanton Bern;BE;Amt Erlach;Gampelen;46,996300;7,059500
3237;Brüttelen;Kanton Bern;BE;Amt Erlach;Brüttelen;47,021400;7,149300
3238;Gals;Kanton Bern;BE;Amt Erlach;Gals;47,035500;7,058100
3302;Moosseedorf;Kanton Bern;BE;Amt Fraubrunnen;Moosseedorf;47,009700;7,486100
3303;Jegenstorf;Kanton Bern;BE;Amt Fraubrunnen;Jegenstorf;47,052000;7,507000
3305;Iffwil;Kanton Bern;BE;Amt Fraubrunnen;Iffwil;47,066400;7,479200
3306;Etzelkofen;Kanton Bern;BE;Amt Fraubrunnen;Etzelkofen;47,082900;7,479900
3308;Grafenried;Kanton Bern;BE;Amt Fraubrunnen;Grafenried;47,078400;7,507600
3312;Fraubrunnen;Kanton Bern;BE;Amt Fraubrunnen;Fraubrunnen;47,088100;7,530400
3313;Büren zum Hof;Kanton Bern;BE;Amt Fraubrunnen;Büren zum Hof;47,098200;7,507300
3314;Schalunen;Kanton Bern;BE;Amt Fraubrunnen;Schalunen;47,113500;7,526600
3315;Bätterkinden;Kanton Bern;BE;Amt Fraubrunnen;Bätterkinden;47,128200;7,527700
3317;Limpach;Kanton Bern;BE;Amt Fraubrunnen;Limpach;47,109500;7,498900
3321;Schönbühl Einkaufszentrum;Kanton Bern;BE;Amt Fraubrunnen;Moosseedorf;47,025000;7,550000
3322;Urtenen-Schönbühl;Kanton Bern;BE;Amt Fraubrunnen;Urtenen-Schönbühl;47,025200;7,497700
3427;Utzenstorf;Kanton Bern;BE;Amt Fraubrunnen;Utzenstorf;47,120100;7,563900
3428;Wiler b. Utzenstorf;Kanton Bern;BE;Amt Fraubrunnen;Wiler bei Utzenstorf;47,152200;7,558000
4564;Zielebach;Kanton Bern;BE;Amt Fraubrunnen;Zielebach;47,157900;7,574700
3703;Aeschiried;Kanton Bern;BE;Amt Frutigen;Aeschi bei Spiez;46,613200;7,761300
3704;Krattigen;Kanton Bern;BE;Amt Frutigen;Krattigen;46,653900;7,737900
3711;Emdthal;Kanton Bern;BE;Amt Frutigen;Aeschi bei Spiez;46,645500;7,681500
3713;Reichenbach im Kandertal;Kanton Bern;BE;Amt Frutigen;Reichenbach im Kandertal;46,612100;7,682400
3714;Frutigen;Kanton Bern;BE;Amt Frutigen;Frutigen;46,584500;7,636400
3715;Adelboden;Kanton Bern;BE;Amt Frutigen;Adelboden;46,470000;7,558200
3716;Kandergrund;Kanton Bern;BE;Amt Frutigen;Kandergrund;46,552900;7,668000
3717;Blausee-Mitholz;Kanton Bern;BE;Amt Frutigen;Kandergrund;46,527500;7,684300
3718;Kandersteg;Kanton Bern;BE;Amt Frutigen;Kandersteg;46,465500;7,713700
3722;Scharnachtal;Kanton Bern;BE;Amt Frutigen;Reichenbach im Kandertal;46,611700;7,713600
3723;Kiental;Kanton Bern;BE;Amt Frutigen;Reichenbach im Kandertal;46,555800;7,757900
3724;Ried (Frutigen);Kanton Bern;BE;Amt Frutigen;Frutigen;46,561500;7,592100
3725;Achseten;Kanton Bern;BE;Amt Frutigen;Frutigen;46,527900;7,597600
3706;Leissigen;Kanton Bern;BE;Amt Interlaken;Leissigen;46,642800;7,777000
3707;Därligen;Kanton Bern;BE;Amt Interlaken;Därligen;46,651800;7,810300
3800;Interlaken;Kanton Bern;BE;Amt Interlaken;Interlaken;46,684300;7,878600
3803;Beatenberg;Kanton Bern;BE;Amt Interlaken;Beatenberg;46,709300;7,800700
3804;Habkern;Kanton Bern;BE;Amt Interlaken;Habkern;46,753000;7,889700
3805;Goldswil b. Interlaken;Kanton Bern;BE;Amt Interlaken;Ringgenberg (BE);46,701400;7,874700
3806;Bönigen b. Interlaken;Kanton Bern;BE;Amt Interlaken;Bönigen;46,677500;7,919700
3807;Iseltwald;Kanton Bern;BE;Amt Interlaken;Iseltwald;46,701400;7,982100
3812;Wilderswil;Kanton Bern;BE;Amt Interlaken;Wilderswil;46,638400;7,871500
3813;Saxeten;Kanton Bern;BE;Amt Interlaken;Saxeten;46,623800;7,825700
3814;Gsteigwiler;Kanton Bern;BE;Amt Interlaken;Gsteigwiler;46,650300;7,889800
3815;Zweilütschinen;Kanton Bern;BE;Amt Interlaken;Gündlischwand;46,623100;7,904800
3816;Lütschental;Kanton Bern;BE;Amt Interlaken;Lütschental;46,642100;7,952500
3818;Grindelwald;Kanton Bern;BE;Amt Interlaken;Grindelwald;46,615600;8,040600
3822;Lauterbrunnen;Kanton Bern;BE;Amt Interlaken;Lauterbrunnen;46,591000;7,903800
3823;Kleine Scheidegg;Kanton Bern;BE;Amt Interlaken;Grindelwald;46,584600;7,960200
3824;Stechelberg;Kanton Bern;BE;Amt Interlaken;Lauterbrunnen;46,528700;7,923300
3825;Mürren;Kanton Bern;BE;Amt Interlaken;Lauterbrunnen;46,571900;7,861600
3826;Gimmelwald;Kanton Bern;BE;Amt Interlaken;Lauterbrunnen;46,532500;7,850700
3852;Ringgenberg BE;Kanton Bern;BE;Amt Interlaken;Ringgenberg (BE);46,709500;7,897000
3853;Niederried b. Interlaken;Kanton Bern;BE;Amt Interlaken;Niederried bei Interlaken;46,725000;7,924900
3854;Oberried am Brienzersee;Kanton Bern;BE;Amt Interlaken;Oberried am Brienzersee;46,760800;7,958300
3855;Schwanden b. Brienz;Kanton Bern;BE;Amt Interlaken;Schwanden bei Brienz;46,771300;8,054600
3856;Brienzwiler;Kanton Bern;BE;Amt Interlaken;Brienzwiler;46,760300;8,104200
3858;Hofstetten b. Brienz;Kanton Bern;BE;Amt Interlaken;Hofstetten bei Brienz;46,766600;8,084000
3075;Rüfenacht BE;Kanton Bern;BE;Amt Konolfingen;Worb;46,921500;7,541100
3076;Worb;Kanton Bern;BE;Amt Konolfingen;Worb;46,930800;7,564500
3077;Enggistein;Kanton Bern;BE;Amt Konolfingen;Worb;46,929100;7,601400
3078;Richigen;Kanton Bern;BE;Amt Konolfingen;Worb;46,917200;7,583900
3082;Schlosswil;Kanton Bern;BE;Amt Konolfingen;Schlosswil;46,911300;7,611800
3083;Trimstein;Kanton Bern;BE;Amt Konolfingen;Trimstein;46,902100;7,579800
3110;Münsingen;Kanton Bern;BE;Amt Konolfingen;Münsingen;46,876400;7,560000
3111;Tägertschi;Kanton Bern;BE;Amt Konolfingen;Tägertschi;46,873700;7,587000
3112;Allmendingen b. Bern;Kanton Bern;BE;Amt Konolfingen;Allmendingen;46,917700;7,519700
3113;Rubigen;Kanton Bern;BE;Amt Konolfingen;Rubigen;46,894700;7,540700
3114;Wichtrach;Kanton Bern;BE;Amt Konolfingen;Wichtrach;46,845700;7,581800
3434;Landiswil;Kanton Bern;BE;Amt Konolfingen;Landiswil;46,957700;7,685500
3503;Gysenstein;Kanton Bern;BE;Amt Konolfingen;Konolfingen;46,896000;7,595900
3504;Niederhünigen;Kanton Bern;BE;Amt Konolfingen;Niederhünigen;46,864800;7,648400
3506;Grosshöchstetten;Kanton Bern;BE;Amt Konolfingen;Grosshöchstetten;46,907500;7,635500
3507;Biglen;Kanton Bern;BE;Amt Konolfingen;Biglen;46,930400;7,628300
3508;Arni BE;Kanton Bern;BE;Amt Konolfingen;Arni (BE);46,934200;7,663500
3510;Freimettigen;Kanton Bern;BE;Amt Konolfingen;Freimettigen;46,865000;7,630300
3512;Walkringen;Kanton Bern;BE;Amt Konolfingen;Walkringen;46,948400;7,618000
3513;Bigenthal;Kanton Bern;BE;Amt Konolfingen;Walkringen;46,972000;7,634100
3531;Oberthal;Kanton Bern;BE;Amt Konolfingen;Oberthal;46,922200;7,681900
3532;Zäziwil;Kanton Bern;BE;Amt Konolfingen;Zäziwil;46,895600;7,667200
3533;Bowil;Kanton Bern;BE;Amt Konolfingen;Bowil;46,886200;7,702200
3629;Oppligen;Kanton Bern;BE;Amt Konolfingen;Oppligen;46,815100;7,595400
3671;Herbligen;Kanton Bern;BE;Amt Konolfingen;Herbligen;46,828400;7,605300
3672;Aeschlen b. Oberdiessbach;Kanton Bern;BE;Amt Konolfingen;Oberdiessbach;46,832600;7,653200
3673;Linden;Kanton Bern;BE;Amt Konolfingen;Linden;46,848800;7,683700
3674;Bleiken b. Oberdiessbach;Kanton Bern;BE;Amt Konolfingen;Bleiken bei Oberdiessbach;46,816800;7,640200
1595;Clavaleyres;Kanton Bern;BE;Amt Laupen;Clavaleyres;46,898200;7,093200
1797;Münchenwiler;Kanton Bern;BE;Amt Laupen;Münchenwiler;46,909800;7,125500
3176;Neuenegg;Kanton Bern;BE;Amt Laupen;Neuenegg;46,899900;7,298300
3177;Laupen BE;Kanton Bern;BE;Amt Laupen;Laupen;46,906300;7,248300
3179;Kriechenwil;Kanton Bern;BE;Amt Laupen;Kriechenwil;46,913700;7,211100
3202;Frauenkappelen;Kanton Bern;BE;Amt Laupen;Frauenkappelen;46,954800;7,332600
3203;Mühleberg;Kanton Bern;BE;Amt Laupen;Mühleberg;46,962900;7,275900
3204;Rosshäusern;Kanton Bern;BE;Amt Laupen;Mühleberg;46,929400;7,272800
3205;Gümmenen;Kanton Bern;BE;Amt Laupen;Mühleberg;46,938000;7,242200
3206;Gammen;Kanton Bern;BE;Amt Laupen;Ferenbalm;46,920500;7,225700
3207;Golaten;Kanton Bern;BE;Amt Laupen;Golaten;46,985800;7,235800
3208;Gurbrü;Kanton Bern;BE;Amt Laupen;Gurbrü;46,966900;7,216800
2710;Tavannes;Kanton Bern;BE;District de Moutier;Tavannes;47,220200;7,193700
2712;Le Fuet;Kanton Bern;BE;District de Moutier;Saicourt;47,248600;7,176500
2713;Bellelay;Kanton Bern;BE;District de Moutier;Saicourt;47,264100;7,163200
2715;Châtelat;Kanton Bern;BE;District de Moutier;Châtelat;47,269700;7,189500
2716;Sornetan;Kanton Bern;BE;District de Moutier;Sornetan;47,275700;7,215600
2717;Rebévelier;Kanton Bern;BE;District de Moutier;Rebévelier;47,289400;7,187400
2732;Loveresse;Kanton Bern;BE;District de Moutier;Loveresse;47,240000;7,243800
2733;Pontenet;Kanton Bern;BE;District de Moutier;Pontenet;47,246400;7,258400
2735;Malleray;Kanton Bern;BE;District de Moutier;Malleray;47,233700;7,266500
2736;Sorvilier;Kanton Bern;BE;District de Moutier;Sorvilier;47,232900;7,309100
2738;Court;Kanton Bern;BE;District de Moutier;Court;47,243000;7,394500
2740;Moutier;Kanton Bern;BE;District de Moutier;Moutier;47,278600;7,370200
2742;Perrefitte;Kanton Bern;BE;District de Moutier;Perrefitte;47,278200;7,321900
2743;Eschert;Kanton Bern;BE;District de Moutier;Eschert;47,266200;7,412200
2744;Belprahon;Kanton Bern;BE;District de Moutier;Belprahon;47,290200;7,405400
2745;Grandval;Kanton Bern;BE;District de Moutier;Grandval;47,283000;7,428400
2746;Crémines;Kanton Bern;BE;District de Moutier;Crémines;47,273200;7,454800
2747;Seehof;Kanton Bern;BE;District de Moutier;Seehof;47,305200;7,523900
